book_a;book_b;count
0380730138;0679781587;9
0449003787;0449221482;9
0345387651;0316666343;9
0449005615;0452282152;9
0312924585;0446601241;9
0449003787;0449221490;9
038079487X;0375703055;9
0449003787;0449223612;9
014023313X;0312195516;9
0553268880;0385504209;9
0451156609;0671042858;9
0441005764;0441005489;9
0316776963;014029628X;9
0316776963;014028009X;9
0385493800;0385472951;9
0441009239;0441008534;9
0446670251;0375727345;9
0842329129;0440213525;9
0439136369;0345337662;9
0385721420;0312195516;9
0316776963;0316777730;9
0140257934;0140270590;9
0375702709;0375727345;9
0440225701;0385504209;9
039592720X;0452282152;9
0553271636;0449221482;9
0449005615;0679781587;9
0380710218;0380718340;9
0451160525;0345351525;9
0316096199;0786868716;9
0312305060;0316168688;9
0380730138;0312195516;9
0451160525;0452279178;9
0380789019;0385504209;9
038572179X;0316601950;9
0380718340;0385504209;9
0345361792;0679745203;9
0312263120;0385504209;9
0316776963;0142001740;9
0140067477;0971880107;9
0609804138;060980619X;9
0312305060;0142001740;9
0345351525;0451160525;9
0345402871;0345370775;9
0380718340;0380710218;9
0684867621;0684853515;9
044022103X;068484477X;9
0684867621;0684853507;9
042518630X;0515131229;9
0553272535;0316666343;9
055321313X;0553213180;9
0441008534;0441009239;9
0451156609;0743211383;9
0345361792;0385484518;9
0375703055;0446672211;9
038079487X;0142001740;9
038550120X;0375706771;9
0446394521;0316666343;9
0439139600;0446672211;9
0394820371;0440498058;9
0553213148;059035342X;9
051513628X;051513287X;9
051513628X;0515132020;9
0316969680;0385504209;9
0312274920;0316666343;9
0439136350;0446310786;9
055321313X;0553213172;9
0425180638;0425169863;9
0671534734;0671534718;9
0452279178;0451160525;9
0062502182;0316666343;9
0064400042;0064400026;9
0684867621;0670844527;9
084232920X;0842329129;9
084232920X;0842329250;9
084232920X;0842332251;9
084232920X;084233226X;9
0060959037;0452282152;9
0345397819;0345337662;9
0345361792;0446310786;9
0684867621;0525941908;9
0380730138;0375707972;9
0451156609;0451186362;9
0439136350;0345337662;9
0553213172;055321313X;9
0446612790;0316666343;9
0684853515;0684867621;9
0747532745;0747538484;9
0553268880;0316666343;9
0345378490;034540288X;9
0140270590;0140257934;9
0515127833;0515126772;9
0515127833;0515128554;9
0380725835;0380723638;9
0515127833;0515132020;9
0385498721;0805062971;9
0385505833;0312195516;9
0060987561;0345439104;9
0515130389;0515126772;9
0312305060;067976402X;9
0312305060;0679781587;9
0425181464;0425183971;9
034538475X;0345422384;9
0385512104;0385504209;9
034538475X;0345334531;9
0449223612;0449003787;9
0449223612;0449221482;9
0060987529;0140293248;9
051513287X;0515136379;9
051513287X;051513628X;9
0312265859;0312966970;9
0312265859;0312971346;9
0064407667;0316769487;9
067102423X;0451176464;9
0060976845;0385504209;9
0312306326;0312983271;9
0385511612;0316666343;9
0451524934;0312195516;9
0446364193;0446611212;9
0446364193;0446607657;9
0812550706;0812509250;9
0446364193;0446604801;9
0312265867;0312971346;9
0671038184;0312195516;9
0446364193;0440225701;9
0316284955;0385504209;9
0842329129;084232920X;9
0312265867;0312983271;9
0842329129;0375727345;9
0312265867;0312983867;9
0316569321;0375706771;9
0440226104;0312195516;9
0971880107;0140067477;9
0373243790;0515128554;9
0440221595;0440211263;9
038550926X;0743418174;9
0064407667;0439139597;9
0312265859;0671001795;9
0684848783;0316666343;9
0553268880;0312195516;9
0671038184;0316666343;9
0451524934;0345342968;9
0671867156;0671004573;9
0385510438;0399150897;9
0446612545;0446610038;9
0373243790;051513287X;9
0440221595;0316666343;9
0373243790;0515132020;9
0064400026;0064400042;9
0971880107;044023722X;9
0385505833;0446672211;9
0345362861;0345368932;9
0440224675;0440221471;9
0553213180;055321313X;9
060980619X;0609804138;9
0452279178;0670839531;9
0345368932;0345362861;9
0609804138;0140293248;9
0439139597;0064407667;9
0743211383;0451156609;9
044651652X;0385484518;9
0375703055;038079487X;9
0671534718;0671695169;9
0449223604;0449221512;9
0451526341;0316666343;9
0747546290;0747538484;9
0971880107;0312278586;9
0345353145;0440211727;9
0812575717;0812509250;9
1558743669;0446672211;9
0385508042;0385504209;9
0380718340;044021145X;9
0609804138;0316601950;9
0312265840;0312966091;9
0312265840;0312976275;9
0439139600;0440213525;9
0679429220;0316666343;9
0441005489;0441005764;9
0684853507;0684867621;9
0316168688;0312305060;9
038079487X;0446672211;9
0743237188;0671003755;9
0553279378;0671003755;9
0441003257;0316666343;9
0425183971;0425181464;9
0385720106;0316601950;9
0446519138;0316666343;9
0385720106;0312195516;9
1400031346;0060934417;9
0812550706;0156027321;9
0671867113;0671758896;9
044651652X;0743418174;9
0385729340;0385730586;9
0747538484;0747546290;9
074343627X;0446610038;9
0747538484;0747532745;9
0380718332;0425158616;9
0446675059;0312195516;9
0446612790;0446611212;9
0380752859;0345313151;9
0446612790;0446607657;9
0671534718;0671534734;9
0316569321;0060928336;9
1558743669;0452281903;9
0380813815;0380978415;9
0312305060;0452282152;9
0684801523;0804106304;9
0743237188;0142000205;9
0385730586;0385729340;9
0425169863;0425158616;9
0425169863;0425180638;9
0399150897;0385504209;9
0345438329;0375726403;9
0345438329;0375706771;9
0440241537;0440241073;9
042513525X;0425107469;9
0345438329;0345445848;9
0312971346;0312265859;9
0871136791;067976402X;9
0312971346;0312265867;9
0552134643;0552131067;9
0670851086;0670839531;9
0679745203;0345361792;9
0140298479;0312291639;9
0375500510;0316666343;9
0380978415;0380813815;9
0440206154;0345313860;9
0385335881;0060987103;9
0440222656;068484477X;9
0140298479;0312278586;9
0373484224;0515128554;9
0385335881;0140293248;9
0140298479;0140293248;9
0515120006;0515128546;9
0446606189;0440214041;9
0373483503;0515131229;9
0373483503;0515128546;9
0060929871;0345342968;9
0553574663;0553560247;9
0385335881;0786868716;9
1400034779;0140293248;9
0060915544;0671003755;9
0446606189;0446601241;9
0060915544;067976402X;9
0451180232;0451184963;9
0451180232;0451172817;9
0345438329;0312195516;9
0064471055;0064471101;9
0446531332;0446527793;9
0446531332;0446532452;9
0345339681;0439136350;9
0451180232;0451167317;9
0070212570;0316666343;9
0684874350;0671003755;9
0385335830;0316666343;9
0345417623;044023722X;9
0671695169;0671534718;9
0451167317;0451163524;9
0451167317;0451180232;9
0684874350;0375706771;9
0842329269;0842332251;9
0312983271;0312983301;9
0312983271;0312265867;9
0312983271;0312306326;9
0842329250;084232920X;9
0842329250;0842329285;9
0552131075;0552134627;9
0385472951;0385493800;9
0842329250;084233226X;9
0385472951;0385424736;9
0425132048;0425126064;9
0316777730;0316776963;9
0425132048;0425137562;9
0425132048;0425141233;9
068484477X;0375706771;9
0767900383;0385504209;9
014029628X;0316776963;9
0425158616;0425169863;9
0385424736;0385472951;9
0515121843;0515136379;9
0312291639;0140298479;9
0345417623;0066214122;9
0670844527;0684867621;9
0375700757;0316666343;9
0451188462;0671042858;9
0380977788;0316666343;9
0804114986;0060928336;9
0312983271;0316666343;9
0552134627;0552124753;9
0552134627;0552131075;9
0842329285;0842329129;9
0842329285;0842329250;9
0060392452;0060938455;9
0515121843;051513287X;9
0515121843;0515132020;9
0425158616;0380718332;9
0440206154;0440211727;9
014029628X;0743418174;9
0446527793;0446531332;9
0440206154;043935806X;9
0345439104;0316666343;9
0515102636;051511992X;9
0345439104;0142001740;9
0345439104;0060987561;9
0373483503;0515114693;9
0060915544;0060959037;9
051511992X;0515102636;9
0312983867;0312265867;9
0312983824;0312966806;9
0345342968;0060929871;9
068484477X;0070212570;9
0345434803;0345313860;9
0451172817;0451180232;9
0345413873;0440234743;9
0452281903;1558743669;9
0805062971;0385498721;9
0316693200;0446610038;9
0312983867;0061009059;9
0312976275;0312265840;9
0805063897;0312195516;9
084233226X;084232920X;9
0440487617;0440401585;9
084233226X;0842329250;9
084233226X;0842332278;9
0670880728;0316666343;9
0451169530;0345337662;9
0679746048;0375727345;9
0061097101;0316666343;9
038529929X;0312924585;9
015100692X;0312195516;9
0515114693;0373483503;9
0345342968;0316666343;9
0425147622;0345370775;9
0842332278;084233226X;9
0345339703;059035342X;9
0425147622;0440213525;9
0446601241;0440213525;9
0671042262;0385504209;9
051511779X;0515128554;9
051511779X;051513287X;9
0525941908;0684867621;9
0446607657;0446612790;9
0446607657;0446364193;9
0446601241;0312924585;9
1573229326;0312195516;9
0451172817;044021145X;9
0670892963;0316666343;9
0679751521;0316666343;9
0451170385;0451156609;9
0515122734;0515128554;9
0451170385;0451176464;9
0446601241;0446611212;9
0688177751;0312195516;9
0446601241;0446606189;9
0553572997;0385504209;9
0446601241;0446604801;9
0399150897;0385510438;9
0440401585;0440487617;9
0425107469;0425128164;9
0552140295;0552128481;9
0552140295;0552131059;9
0316693235;0316666343;9
0425107469;042513525X;9
0451169514;0451176464;9
0425137562;0425132048;9
0451176464;067102423X;9
0553560247;0553574663;9
0345334531;034538475X;9
0064471063;0064471101;9
0440498058;0394820371;9
0440224624;0440222656;9
0375706410;0312195516;9
0671004573;0671867156;9
0743203631;0316666343;9
0440498058;043935806X;9
0446608955;014028009X;9
0446608955;0060930535;9
0446532231;0316666343;9
0842332251;084232920X;9
0842332251;0842329269;9
0446606812;0060928336;9
0316693200;0316666343;9
0446532452;0446531332;9
0446532452;0446605239;9
0385265700;0440226430;9
1573229326;1573227331;9
0316781266;0316666343;9
1573227331;1573229326;9
0316693200;0316693006;9
0399149155;0316666343;9
0451169522;0451184963;9
0312983301;0312983271;9
0440212561;0385504209;9
0345342968;0451524934;9
0425141233;0425132048;9
0345339703;043935806X;9
0064471101;0064471063;9
0451176464;0451170385;9
0451176464;0451169514;9
0451176464;0451156609;9
0671758896;0671867113;9
0670868361;0670835382;9
0671510053;0446672211;9
0385265700;0375726403;9
0070212570;068484477X;9
0515124214;0515126772;9
0446606812;0440211727;9
0064471101;0064471055;9
0670839531;0670851086;9
1573229326;0375726403;9
0060958022;0316666343;9
0375702709;0060930535;9
0553265741;0515136379;9
0066214122;0671027360;9
0671793489;0440214041;9
0345378482;0345370775;9
0440234743;0345413873;9
034540288X;0345378490;9
0316899984;0452282829;9
0553265741;051513287X;9
0440234743;0446611212;9
0552131059;0552140295;9
0553265741;0515132020;9
0345350499;0312195516;9
0425162443;0142001740;9
0425163407;044021145X;9
0671038184;067976402X;9
0553579754;0553580191;9
0671793489;044021145X;9
0446611212;0446364193;9
0446611212;0446612790;9
0316096199;0345361792;9
0440211263;0440221595;9
0446611212;0446601241;9
0525947299;0385504209;9
0345313151;0380752859;9
0066214122;0345417623;9
0156027321;0060987103;9
0671042858;0451188462;9
0446611212;0440234743;9
043936213X;0439064872;9
0446604801;0446601241;9
0446604801;0446364193;9
0345422384;0345337662;9
080410526X;0446605239;9
0375727132;0316666343;9
0316693006;0316693200;9
0142000205;068484477X;9
0440234743;0440213525;9
0552128481;0552140295;9
0446611085;0316666343;9
0446610399;0446672211;9
0515136379;051513287X;9
0425162443;0425167313;9
0440241073;0385504209;9
0743227441;0142001740;9
0142000205;0743237188;9
0515136379;0553265741;9
0312966806;0312983824;9
0345443284;0060928336;9
0553580191;0553579754;9
0515136379;0515121843;9
0553265741;0515128554;9
0670835382;0670868361;9
0671042858;0451156609;9
0440241073;0446672211;9
0425162443;0375727345;9
0060938455;0671003755;9
0515136530;0515132020;9
0804114986;0804106304;9
0590353403;0316666343;9
0425128164;0425107469;9
0451163524;0451167317;9
0156027321;0812550706;9
0380723638;0380725835;9
0812509250;0812550706;9
0451184963;0451169522;9
0451184963;0451180232;9
0451186362;0451156609;9
0060959037;0060915544;9
0670839531;0452279178;9
0440222656;0440224624;9
0425167313;0425162443;9
0373483694;0515128546;9
0812509250;0812575717;9
0515126772;0515124214;9
0345443284;0452282829;9
0552124753;0552134627;9
0515126772;0515127833;9
0060938455;0060392452;9
0440222656;0452282152;9
0425126064;0425132048;9
0345422384;034538475X;9
0345443284;0385484518;9
0345445848;0345438329;9
068484267X;0375727345;9
0375760911;0743418174;9
0345350499;0345337662;9
0743227441;0316666343;9
0385474016;059035342X;9
0552131067;0552134643;9
0156028778;0385504209;9
0446606812;0446608955;8
0451177096;0451156609;8
0385512104;0316666343;8
0446360589;0440214041;8
1573229571;014029628X;8
0786881852;0385484518;8
0380718332;0425180638;8
0971880107;044651652X;8
0312983298;031298328X;8
0451186362;0451176464;8
0425141233;0425121631;8
0451190548;0451156609;8
0345339681;0842329129;8
0425107469;0451167317;8
0380718332;0425175405;8
0451177096;0451167317;8
0767905180;0060928336;8
0380730138;0375727345;8
0446606812;0679781587;8
0316693006;0316603287;8
0553560247;055357258X;8
0060987529;0312195516;8
034541389X;0316666343;8
0449003795;0425192725;8
0425142485;0425128164;8
0345339703;0385504209;8
0312265840;0671001795;8
034541389X;0345413903;8
0515130389;051513287X;8
0312265859;0312265840;8
0552142379;0552131075;8
0312265859;0061009059;8
0971880107;0446310786;8
0446604801;0440213525;8
0425128164;0425142485;8
0060987529;0060928336;8
0440201926;0440200563;8
0552142379;0552134643;8
0688177751;0743418174;8
0425107469;0440213525;8
0971880107;043935806X;8
0553572040;0553574663;8
0684853507;0385199570;8
0425107469;044021145X;8
0552140295;0552134627;8
0316693006;0316693235;8
0449911004;0316666343;8
0446604801;0446608815;8
0345339703;0439136350;8
0380730138;0446672211;8
0552140287;0552131075;8
0312422156;0385504209;8
0425137562;0425146413;8
0446606812;0440213525;8
0312983298;0312983301;8
0142002267;0316666343;8
0552140287;0552134643;8
0552140295;0552124753;8
0425107469;0425124347;8
0515130389;0515128546;8
0316693200;0316603287;8
0515122734;0515127833;8
0425121631;0425126064;8
0451184963;0425105334;8
0449003795;0553271636;8
0425121631;0425141233;8
0515122734;0515126772;8
0515122734;051513287X;8
031242227X;0375726403;8
0345434803;034538475X;8
0451172817;0451169514;8
0345422384;0345313860;8
0805062971;0393319296;8
0142004235;0385504209;8
0312265840;0312265859;8
0345422384;0345351525;8
0440211263;0060928336;8
0609804138;0375727345;8
0440211263;0316666343;8
0385505833;0679781587;8
0385505833;067976402X;8
0609804138;0375706771;8
0804115613;059035342X;8
080411109X;0140298479;8
0425122123;042510107X;8
0671042858;0553580221;8
0671042858;067102423X;8
0446601241;0446603716;8
0767905180;0385335482;8
0553572326;0440214041;8
0679746048;0679781587;8
0446601241;0440241073;8
0451184963;0451155750;8
0380730138;0060930535;8
0440200563;0440201926;8
0679746048;0060928336;8
0142000205;0375706771;8
0767905180;0312278586;8
0679746048;0316769487;8
1592400876;0385504209;8
0679429220;0060930535;8
0451184963;0743211383;8
080411109X;080410753X;8
0671004530;0446610038;8
0345339703;0671027360;8
0312983301;0312983298;8
0316693006;0316602906;8
0425126064;0425121631;8
0316693200;0316693251;8
0671004530;0316666343;8
0425143325;0425116840;8
0425105334;0451184963;8
0679746048;0140293248;8
0679746048;0142001740;8
0805036504;0805059555;8
0142000205;0385265700;8
0142000205;0375726403;8
0679746048;0312195516;8
0971880107;0446605239;8
0380730138;0316666343;8
0425124347;0425130711;8
0316693200;0385503822;8
0440236703;0316666343;8
0425124347;0425107469;8
0805059555;0805036504;8
0671042858;0451184963;8
0671042858;0451186362;8
1573229326;0446310786;8
042510107X;0425122123;8
0425124347;042513525X;8
0440212561;0452282152;8
080411109X;0679781587;8
0425146413;0425132048;8
0425146413;0425137562;8
0671743058;0316666343;8
0440212561;059035342X;8
0747546290;0747532745;8
0515121843;0515127833;8
0449223604;0553279556;8
0440206154;0385504209;8
0373218397;051513287X;8
0373218397;0515136379;8
0786881852;0786868716;8
0312306326;0312980140;8
0451188462;0451167317;8
0060987529;0786868716;8
0452269571;0156027321;8
0451188462;0451191013;8
0425183971;042518630X;8
0373218397;0515128554;8
0684833395;0316769487;8
0064472795;0380814021;8
0375504397;0451160525;8
0446364193;044022165X;8
0440206154;0345369947;8
0316602906;0385504209;8
0385335881;0060928336;8
0425130711;0425124347;8
0446605484;0440241073;8
0446603716;0446606189;8
0385509456;0316666343;8
0425183971;0425189031;8
0671867156;0671014919;8
0804114986;0060987561;8
0786867647;0316666343;8
0836217691;0836221362;8
0836217691;0836218787;8
0316602906;0316693006;8
0836217691;0836218620;8
0552134627;0552131059;8
0552134627;0552140295;8
0552131059;0552134627;8
0446603716;0446610038;8
0671510053;0064407667;8
0373218397;0515132020;8
0552124753;0552134619;8
0515120618;0515136379;8
0515120618;0515131229;8
0515120618;0515128554;8
0553272837;0515121843;8
0515120618;0515128546;8
0515120618;0515120006;8
0449223612;0449221490;8
0449223612;0449221512;8
0375412530;0743418174;8
0142001430;0375726403;8
038550926X;0316776963;8
0425182908;0425172546;8
0440206154;059035342X;8
0553272837;0553265741;8
0552131075;0552140287;8
0553272837;051513287X;8
0064400034;0064400026;8
0064400034;0064400018;8
0552131075;0552142379;8
0836218221;0836221362;8
0142001430;0385722206;8
0425132048;0425146413;8
0452269571;0385722206;8
0515120618;0515136530;8
0743237188;0156027321;8
0684853515;0684853507;8
0804114986;0446672211;8
0345423291;0316666343;8
0804114986;0316601950;8
0804114986;0452282829;8
0312983271;0312971346;8
0552134619;0552124753;8
0552134619;0552128481;8
0449223612;0553279556;8
0449223612;0553280341;8
0552134619;0552131075;8
0446603929;0446609323;8
038550926X;0385335482;8
038550926X;0385335881;8
0373484410;0515128554;8
038533334X;0142001740;8
0767905385;0385504209;8
038550926X;0385504209;8
0552131067;0552137030;8
0373484410;0515132020;8
0446605484;0446607657;8
0385497466;0440214041;8
0684857820;0312278586;8
0375412530;0312195516;8
0385497466;0385493800;8
0385497466;0385490992;8
0060987529;0375726403;8
0345413903;034541389X;8
0380718332;0446610038;8
0373218036;0515136530;8
0671727583;0671693816;8
0449003787;0449219364;8
0060915544;044021145X;8
0449003787;0446610038;8
031298328X;0312983298;8
0385335881;0446672211;8
0385511612;0385424728;8
0380002930;0385504209;8
0060915544;0446310786;8
0971880107;0375702709;8
0590660543;0590112899;8
0375412530;0316666343;8
0449003787;0449221512;8
044022165X;0446364193;8
0449003787;0553284789;8
0385336179;0312291639;8
0552124753;0552140295;8
0425107469;0553580221;8
014025448X;0312195516;8
0451186362;0671042858;8
0064400018;0064400034;8
0553584510;0446612790;8
0312265859;0312980140;8
0312979096;0316666343;8
0747532745;0747546290;8
0060987529;0316776963;8
0552137030;0552131067;8
0060915544;0316601950;8
0425181685;0441002935;8
0060915544;0312195516;8
0552131075;0552134619;8
0385508042;0316666343;8
0060915544;0142001740;8
0373218400;051513287X;8
0345339681;0671027360;8
0375502238;0316666343;8
0449003787;0553279912;8
0440401585;0440498058;8
0449003787;0553280341;8
0425107469;0743418174;8
0515133876;0316666343;8
0679745203;0312195516;8
042513525X;0425124347;8
0380002930;0345313860;8
0345384466;0060928336;8
0684853507;0684853515;8
0380002930;0345384466;8
0552134643;0552128481;8
0552134643;0552140287;8
0552134643;0552142379;8
0375412530;0385504209;8
0671510053;0316666343;8
0380002930;0316769487;8
0425182878;0425189864;8
0804114986;080410753X;8
0345416260;0312195516;8
0515120006;0515120618;8
0345339681;0316769487;8
0452269571;0671003755;8
0345339681;0385504209;8
0743237188;0060987103;8
0385498721;0385720920;8
0684853507;0670839531;8
0385508042;0385510438;8
0345384466;0380002930;8
0385508042;0385503822;8
0446677450;0385504209;8
0425116840;0425143325;8
0140244824;0345443284;8
0446606189;0446603716;8
0553272535;059035342X;8
0312983271;1400034779;8
0064400026;0064400034;8
0767905385;0743418174;8
0446606189;0440211727;8
037570504X;0375706771;8
0385510438;0385508042;8
0552128481;0552134643;8
0684853507;0670855030;8
0552128481;0552134619;8
0345384466;0345409671;8
0446603716;0446601241;8
0345351525;0440211727;8
0842329250;0842329293;8
0670839531;0743211383;8
0670839531;0684853507;8
014029628X;0060987103;8
0385472951;0440211727;8
0515127833;0515122734;8
0515127833;0515121843;8
0451167317;0312924585;8
014029628X;0316666343;8
0671041789;0060928336;8
0618002227;043935806X;8
0684874350;0316769487;8
0515127833;051513287X;8
0375700757;0679781587;8
0375700757;068484477X;8
0515127833;0515131229;8
0385486804;0385504209;8
0425170349;0440236673;8
0812550706;0316666343;8
0671038184;0375706771;8
0451155750;0451156609;8
0451153553;0451167317;8
0451153553;0451156609;8
0385472951;0440214041;8
1400031362;0671027360;8
0440226104;0425162443;8
0842329218;0842329293;8
0618002227;0439139597;8
067102423X;0385504209;8
0345452550;0316666343;8
0312990456;0316666343;8
0440235596;0385335881;8
1573225789;0446672211;8
0345438329;1400031354;8
0670844527;0670855030;8
0670844527;0670851086;8
0345439104;0060930535;8
014029628X;1573229571;8
0425172546;0425182908;8
0393319296;0385720920;8
0375700757;0060930535;8
0345438329;0446672211;8
0842329285;0842329269;8
1573225789;067976402X;8
0446609404;0440214041;8
0451524934;0345337662;8
0684801523;0345370775;8
0446612545;0446612790;8
0440235596;0440223202;8
0671041789;0440214041;8
0671041789;044021145X;8
0440215625;0312195516;8
044651862X;0316666343;8
0842329269;0842329293;8
0842329269;0842329285;8
0440215625;044021145X;8
155874262X;044021145X;8
0345391055;0440214041;8
0345391055;0440220602;8
0345439104;0679781587;8
0671695169;0671534734;8
0440226104;0375727345;8
0618002227;0439136350;8
0345391055;034540288X;8
0425158616;0425175405;8
067102423X;0345337662;8
0393319296;0805062971;8
0375700757;0449005615;8
0440215625;0385504209;8
0375700757;0452282152;8
0345439104;0446672211;8
0451155750;0451167317;8
0425162443;0312195516;8
0451155750;0451184963;8
0316782505;0446672211;8
0515136379;0515126772;8
0515136379;0515120618;8
039592720X;0312195516;8
0441002935;0425181685;8
034540288X;0345391055;8
0064407675;0060987103;8
0064407675;0439064864;8
1558743669;0142001740;8
0345353145;0345354621;8
051513628X;0515126772;8
0842329242;0842332278;8
051513628X;0515128546;8
0440998050;0440498058;8
0515136379;0553294903;8
0684872153;0312195516;8
0446611212;0440236673;8
0553580221;0425107469;8
0060959037;0375727345;8
0451160525;0440211727;8
0375702709;0316666343;8
0425167313;0446672211;8
0380710218;0345370775;8
0670032379;0316666343;8
0425167313;0671003755;8
0060959037;0316601950;8
0380814021;0064472795;8
0385479565;0345370775;8
0060959037;0142001740;8
0671693816;0671727583;8
039592720X;0385722206;8
0380710218;0380717018;8
0446611212;0446607657;8
0425167313;0316666343;8
0425167313;0375706771;8
006101351X;059035342X;8
0345445848;0375727345;8
0451160525;0345337662;8
0345351525;0345422384;8
0425167313;0385720106;8
0451160525;0345370775;8
0553580221;0671042858;8
0451160525;034538475X;8
0375702709;0312195516;8
0380710218;0440220602;8
0446611867;0316666343;8
0425169863;0316666343;8
0425162443;0440226104;8
0374199698;0316666343;8
080410526X;0440211727;8
0446520802;0316666343;8
0345404319;0345337662;8
0743211375;0316666343;8
0743211383;0451184963;8
0515136530;042518630X;8
0425162443;068484477X;8
0316693251;0316693200;8
0345443284;0140244824;8
0515136530;0399148248;8
0425162443;0385720106;8
0374199698;0312195516;8
0671695126;0671670689;8
0060938455;0446532231;8
0743211383;0671041789;8
0670835382;0743211383;8
0671693816;0440226430;8
0425162443;0375706771;8
0670835382;0670858692;8
0670835382;0670855030;8
0743211383;0670839531;8
0743211383;0670835382;8
006101351X;0345337662;8
0515136530;0515128554;8
0515136530;0515126772;8
0515136530;0515121843;8
0345443284;0312195516;8
055321313X;0316666343;8
080410526X;0345370775;8
0316782505;0316666343;8
080410526X;0316666343;8
080410526X;0312924585;8
0679454470;0345313860;8
0345353145;0385504209;8
0440998050;0345370775;8
080410526X;0385484518;8
0671014919;0671867156;8
0060938455;0743418174;8
0440998050;0316666343;8
0440998050;0316769487;8
0385720920;0385498721;8
0671534734;0671759345;8
0425179672;0316666343;8
0767902521;0060392452;8
0375725784;0060934417;8
0451169522;0451167317;8
0446670111;0060987103;8
0380717018;0380710218;8
0671534734;0671695169;8
0385492081;0743418174;8
0060977493;0156027321;8
0151008116;0375727345;8
0380717018;0380718340;8
038542017X;0316666343;8
0446532452;0786868716;8
0452262143;0670839531;8
0380789035;0316666343;8
0446670251;0140293248;8
084233226X;0842329129;8
0345342968;0439064872;8
0805063897;0446672211;8
0375702709;0971880107;8
080410753X;0804114986;8
080410753X;080411109X;8
0670868361;0375504397;8
0671041789;0743211383;8
080410753X;0679781587;8
038079487X;0385720106;8
0385722435;0060987103;8
0345342968;0804106304;8
0553583441;0385504209;8
0345342968;0553278223;8
0446608815;0446364193;8
0446608815;0446604801;8
0345387651;0060928336;8
0515124214;0515132020;8
0671758896;0671004573;8
0670868361;0525941908;8
0375725784;0385504209;8
0670868361;0452279178;8
0345342968;0399501487;8
0060096195;0743418204;8
0525941908;0670868361;8
0451170385;0451169530;8
1573229326;0316776963;8
0425180638;044021145X;8
0525941908;0670839531;8
0553572997;0440213525;8
0671004549;0671004573;8
1573229326;0312305060;8
0515133973;051513287X;8
0446607657;0446605484;8
0385720920;0393319296;8
0446607657;0446611212;8
055357258X;0553560247;8
055357258X;0553574663;8
0679429220;043935806X;8
0515133973;0515131229;8
067088300X;0142001740;8
0375504397;0670839531;8
0385721420;0142001740;8
0451191013;0451188462;8
0375504397;0743235150;8
0451169530;0440211727;8
0515114693;0373484224;8
0439136369;0060928336;8
0553278223;0345342968;8
0385493800;0385497466;8
0385493800;0385490992;8
0805063897;0385722206;8
0399501487;0345342968;8
0375504397;0670868361;8
0451169530;0451167317;8
0842332278;0842329242;8
051512317X;0515132020;8
0399501487;0451526341;8
0515114693;0515132020;8
0515114693;0515131229;8
0375703055;0679781587;8
0425180638;0380718332;8
0515114693;0515126772;8
0446670251;0679781587;8
0446670251;0679746048;8
0451169530;0451170385;8
0060502258;1400034779;8
0553296981;0316769487;8
0060502258;1400031354;8
0060502258;0060928336;8
0140298479;0385504209;8
0812551478;0812551486;8
0671693816;0316666343;8
0446612790;0446612545;8
0060392452;0804106304;8
044651652X;0971880107;8
0812551486;0812551478;8
0060392452;0767902521;8
0767915054;0316666343;8
0316154059;0385504209;8
067102423X;0671042858;8
0375703055;0060976845;8
0446612790;0440211727;8
0345438329;0312278586;8
0425175405;0380718332;8
0425175405;0380718340;8
080410753X;0316666343;8
0425175405;0425158616;8
0446612790;0671001795;8
0446612790;0553584510;8
0446531332;0446608955;8
0060392452;0671027360;8
0446609323;0446603929;8
0140298479;0060987103;8
0684874350;068484477X;8
0060392452;0385484518;8
0375401598;0345313860;8
0553294903;0515136379;8
0842329293;0842329129;8
0375703055;0060930535;8
0842329293;0842329218;8
0618002219;0439136350;8
0670851086;0670844527;8
0385424728;0316666343;8
1400031346;0316666343;8
0684801523;0446310786;8
067102423X;0451184963;8
0345409671;0345384466;8
0385424728;0385504209;8
0385424728;0385511612;8
0842329293;0842329269;8
0345354621;0345353145;8
0842329293;0842329250;8
0842329293;0842329242;8
0446608955;0446606812;8
0553296981;0316666343;8
038079487X;0671038184;8
0316788228;0452282152;8
0670858692;0670855030;8
0670858692;0670835382;8
0446608955;0446531332;8
0385490992;0385497466;8
0385490992;0385493800;8
039914840X;0515132020;8
038079487X;0743418174;8
0671004573;0671758896;8
0451526341;0345370775;8
0345387651;0786868716;8
0671004573;0671004549;8
0553295977;051513287X;8
080410753X;0446672211;8
0451169514;0451172817;8
0316603287;0316693006;8
0316603287;0316693200;8
0385722435;0312195516;8
0670865796;0671003755;8
0316693235;0316693006;8
0385722435;0316666343;8
0316168688;0316666343;8
0345413350;0316666343;8
0451526341;0399501487;8
0385199570;0684853507;8
0553574663;055357258X;8
0670855030;0684853507;8
0440498058;0446672211;8
0385730586;0316666343;8
0671759345;0671534734;8
0451197747;0312195516;8
0670855030;0670858692;8
0670855030;0670844527;8
0670855030;0670835382;8
044651652X;0671003755;8
0399148248;0515136530;8
0553574663;0553572040;8
0452284449;0316666343;8
0312986343;0312966970;8
0515135062;0515132020;8
0446532231;0060938455;8
044651652X;0446672211;8
0440498058;0440401585;8
0440498058;0440998050;8
0553574663;044922046X;8
044651652X;0452282152;8
0671024248;0451156609;8
038549081X;0385504209;8
0373484003;0515131229;8
042518630X;0515136530;8
0836221362;0836218221;8
